RCP_SNO,RCP_TTL,CKG_NM,RGTR_ID,RGTR_NM,INQ_CNT,RCMM_CNT,SRAP_CNT,CKG_MTH_ACTO_NM,CKG_STA_ACTO_NM,CKG_MTRL_ACTO_NM,CKG_KND_ACTO_NM,CKG_IPDC,CKG_MTRL_CN,CKG_INBUN_NM,CKG_DODF_NM,CKG_TIME_NM,FIRST_REG_DT,RCP_IMG_URL
1000864,맛있는 두부 요리 865,맛있는 두부 요리 865,user_59,요리사7,36336,2394,448,굽기,일상,"두부, 양파, 마늘",샐러드,맛있는 두부 요리 865 레시피,두부 300g,4인분,초급,30분,2025-10-15,https://example.com/recipe_1000864.jpg
1000865,맛있는 소고기 요리 866,맛있는 소고기 요리 866,user_87,요리사96,39226,232,915,볶기,간편식,"소고기, 양파, 마늘",일품,맛있는 소고기 요리 866 레시피,소고기 300g,2인분,고급,20분,2025-04-18,https://example.com/recipe_1000865.jpg
1000866,맛있는 생선 요리 867,맛있는 생선 요리 867,user_62,요리사73,13159,4454,33,찌기,간편식,"생선, 양파, 마늘",샐러드,맛있는 생선 요리 867 레시피,생선 300g,2인분,초급,60분,2025-01-11,https://example.com/recipe_1000866.jpg
1000867,맛있는 돼지고기 요리 868,맛있는 돼지고기 요리 868,user_26,요리사3,13231,4264,941,굽기,일상,"돼지고기, 양파, 마늘",찌개,맛있는 돼지고기 요리 868 레시피,돼지고기 300g,2인분,중급,30분,2025-08-11,https://example.com/recipe_1000867.jpg
1000868,맛있는 계란 요리 869,맛있는 계란 요리 869,user_57,요리사93,29790,1991,288,굽기,일상,"계란, 양파, 마늘",국/탕,맛있는 계란 요리 869 레시피,계란 300g,4인분,초급,60분,2024-12-30,https://example.com/recipe_1000868.jpg
1000869,맛있는 두부 요리 870,맛있는 두부 요리 870,user_99,요리사98,35877,259,707,찌기,간편식,"두부, 양파, 마늘",메인반찬,맛있는 두부 요리 870 레시피,두부 300g,2인분,중급,30분,2025-05-03,https://example.com/recipe_1000869.jpg
1000870,맛있는 닭고기 요리 871,맛있는 닭고기 요리 871,user_47,요리사3,3762,4032,266,볶기,간편식,"닭고기, 양파, 마늘",샐러드,맛있는 닭고기 요리 871 레시피,닭고기 300g,3인분,중급,20분,2025-03-25,https://example.com/recipe_1000870.jpg
1000871,맛있는 돼지고기 요리 872,맛있는 돼지고기 요리 872,user_89,요리사63,9094,4115,125,찌기,일상,"돼지고기, 양파, 마늘",국/탕,맛있는 돼지고기 요리 872 레시피,돼지고기 300g,4인분,초급,60분,2025-01-15,https://example.com/recipe_1000871.jpg
1000872,맛있는 소고기 요리 873,맛있는 소고기 요리 873,user_27,요리사19,48661,3586,122,굽기,간편식,"소고기, 양파, 마늘",찌개,맛있는 소고기 요리 873 레시피,소고기 300g,3인분,고급,20분,2025-03-02,https://example.com/recipe_1000872.jpg
1000873,맛있는 두부 요리 874,맛있는 두부 요리 874,user_33,요리사8,5276,4147,230,굽기,간편식,"두부, 양파, 마늘",일품,맛있는 두부 요리 874 레시피,두부 300g,3인분,고급,30분,2025-01-14,https://example.com/recipe_1000873.jpg
1000874,맛있는 소고기 요리 875,맛있는 소고기 요리 875,user_46,요리사27,47977,2378,946,볶기,간편식,"소고기, 양파, 마늘",볶음,맛있는 소고기 요리 875 레시피,소고기 300g,3인분,고급,30분,2025-04-11,https://example.com/recipe_1000874.jpg
1000875,맛있는 닭고기 요리 876,맛있는 닭고기 요리 876,user_35,요리사45,41322,2092,187,찌기,일상,"닭고기, 양파, 마늘",국/탕,맛있는 닭고기 요리 876 레시피,닭고기 300g,2인분,초급,60분,2025-08-17,https://example.com/recipe_1000875.jpg
1000876,맛있는 계란 요리 877,맛있는 계란 요리 877,user_34,요리사94,16989,4923,553,굽기,손님접대,"계란, 양파, 마늘",샐러드,맛있는 계란 요리 877 레시피,계란 300g,4인분,중급,20분,2025-10-23,https://example.com/recipe_1000876.jpg
1000877,맛있는 돼지고기 요리 878,맛있는 돼지고기 요리 878,user_72,요리사69,9600,2955,909,볶기,간편식,"돼지고기, 양파, 마늘",찌개,맛있는 돼지고기 요리 878 레시피,돼지고기 300g,3인분,초급,30분,2025-08-19,https://example.com/recipe_1000877.jpg
1000878,맛있는 돼지고기 요리 879,맛있는 돼지고기 요리 879,user_2,요리사60,13728,3884,845,굽기,일상,"돼지고기, 양파, 마늘",일품,맛있는 돼지고기 요리 879 레시피,돼지고기 300g,3인분,중급,10분,2025-09-03,https://example.com/recipe_1000878.jpg
1000879,맛있는 계란 요리 880,맛있는 계란 요리 880,user_63,요리사79,39613,787,846,찌기,간편식,"계란, 양파, 마늘",볶음,맛있는 계란 요리 880 레시피,계란 300g,3인분,고급,10분,2025-06-19,https://example.com/recipe_1000879.jpg
1000880,맛있는 닭고기 요리 881,맛있는 닭고기 요리 881,user_80,요리사99,10958,503,47,굽기,간편식,"닭고기, 양파, 마늘",샐러드,맛있는 닭고기 요리 881 레시피,닭고기 300g,2인분,초급,30분,2024-12-30,https://example.com/recipe_1000880.jpg
1000881,맛있는 소고기 요리 882,맛있는 소고기 요리 882,user_62,요리사25,46182,2695,968,굽기,손님접대,"소고기, 양파, 마늘",일품,맛있는 소고기 요리 882 레시피,소고기 300g,3인분,중급,30분,2025-11-22,https://example.com/recipe_1000881.jpg
1000882,맛있는 두부 요리 883,맛있는 두부 요리 883,user_31,요리사95,35652,1122,880,볶기,손님접대,"두부, 양파, 마늘",국/탕,맛있는 두부 요리 883 레시피,두부 300g,3인분,중급,30분,2025-12-01,https://example.com/recipe_1000882.jpg
1000883,맛있는 계란 요리 884,맛있는 계란 요리 884,user_16,요리사53,42688,687,867,볶기,간편식,"계란, 양파, 마늘",샐러드,맛있는 계란 요리 884 레시피,계란 300g,4인분,중급,10분,2025-10-10,https://example.com/recipe_1000883.jpg
1000884,맛있는 돼지고기 요리 885,맛있는 돼지고기 요리 885,user_59,요리사52,8541,671,814,볶기,간편식,"돼지고기, 양파, 마늘",일품,맛있는 돼지고기 요리 885 레시피,돼지고기 300g,4인분,중급,60분,2025-09-05,https://example.com/recipe_1000884.jpg
1000885,맛있는 생선 요리 886,맛있는 생선 요리 886,user_59,요리사9,12712,1773,806,볶기,일상,"생선, 양파, 마늘",일품,맛있는 생선 요리 886 레시피,생선 300g,3인분,중급,20분,2025-10-06,https://example.com/recipe_1000885.jpg
1000886,맛있는 두부 요리 887,맛있는 두부 요리 887,user_84,요리사91,5036,3946,515,찌기,간편식,"두부, 양파, 마늘",국/탕,맛있는 두부 요리 887 레시피,두부 300g,2인분,중급,10분,2025-09-20,https://example.com/recipe_1000886.jpg
1000887,맛있는 두부 요리 888,맛있는 두부 요리 888,user_34,요리사60,36077,1692,826,굽기,손님접대,"두부, 양파, 마늘",메인반찬,맛있는 두부 요리 888 레시피,두부 300g,4인분,초급,10분,2025-07-13,https://example.com/recipe_1000887.jpg
1000888,맛있는 두부 요리 889,맛있는 두부 요리 889,user_84,요리사57,6624,4586,137,찌기,손님접대,"두부, 양파, 마늘",샐러드,맛있는 두부 요리 889 레시피,두부 300g,3인분,초급,60분,2025-08-04,https://example.com/recipe_1000888.jpg
1000889,맛있는 돼지고기 요리 890,맛있는 돼지고기 요리 890,user_18,요리사17,38424,1671,789,찌기,간편식,"돼지고기, 양파, 마늘",볶음,맛있는 돼지고기 요리 890 레시피,돼지고기 300g,2인분,초급,30분,2025-03-19,https://example.com/recipe_1000889.jpg
1000890,맛있는 두부 요리 891,맛있는 두부 요리 891,user_96,요리사16,14206,1530,146,찌기,간편식,"두부, 양파, 마늘",일품,맛있는 두부 요리 891 레시피,두부 300g,2인분,중급,30분,2025-07-15,https://example.com/recipe_1000890.jpg
1000891,맛있는 소고기 요리 892,맛있는 소고기 요리 892,user_45,요리사19,22326,3277,445,찌기,간편식,"소고기, 양파, 마늘",국/탕,맛있는 소고기 요리 892 레시피,소고기 300g,2인분,중급,20분,2025-06-25,https://example.com/recipe_1000891.jpg
1000892,맛있는 돼지고기 요리 893,맛있는 돼지고기 요리 893,user_31,요리사33,32758,2559,879,볶기,손님접대,"돼지고기, 양파, 마늘",국/탕,맛있는 돼지고기 요리 893 레시피,돼지고기 300g,2인분,초급,60분,2025-09-28,https://example.com/recipe_1000892.jpg
1000893,맛있는 생선 요리 894,맛있는 생선 요리 894,user_41,요리사48,24830,4581,342,굽기,손님접대,"생선, 양파, 마늘",찌개,맛있는 생선 요리 894 레시피,생선 300g,2인분,고급,30분,2025-09-23,https://example.com/recipe_1000893.jpg
1000894,맛있는 계란 요리 895,맛있는 계란 요리 895,user_27,요리사85,42034,2275,975,볶기,간편식,"계란, 양파, 마늘",찌개,맛있는 계란 요리 895 레시피,계란 300g,4인분,고급,60분,2025-06-19,https://example.com/recipe_1000894.jpg
1000895,맛있는 닭고기 요리 896,맛있는 닭고기 요리 896,user_67,요리사43,43017,2714,724,볶기,간편식,"닭고기, 양파, 마늘",볶음,맛있는 닭고기 요리 896 레시피,닭고기 300g,3인분,고급,60분,2025-05-26,https://example.com/recipe_1000895.jpg
1000896,맛있는 두부 요리 897,맛있는 두부 요리 897,user_78,요리사93,47181,1313,389,굽기,손님접대,"두부, 양파, 마늘",찌개,맛있는 두부 요리 897 레시피,두부 300g,2인분,고급,10분,2025-04-17,https://example.com/recipe_1000896.jpg
1000897,맛있는 닭고기 요리 898,맛있는 닭고기 요리 898,user_88,요리사23,32277,593,471,볶기,손님접대,"닭고기, 양파, 마늘",메인반찬,맛있는 닭고기 요리 898 레시피,닭고기 300g,3인분,고급,20분,2025-02-02,https://example.com/recipe_1000897.jpg
1000898,맛있는 생선 요리 899,맛있는 생선 요리 899,user_29,요리사54,4571,3589,785,굽기,간편식,"생선, 양파, 마늘",일품,맛있는 생선 요리 899 레시피,생선 300g,4인분,초급,60분,2025-04-23,https://example.com/recipe_1000898.jpg
1000899,맛있는 두부 요리 900,맛있는 두부 요리 900,user_84,요리사50,21614,1641,489,찌기,일상,"두부, 양파, 마늘",볶음,맛있는 두부 요리 900 레시피,두부 300g,3인분,초급,30분,2025-05-23,https://example.com/recipe_1000899.jpg
1000900,맛있는 닭고기 요리 901,맛있는 닭고기 요리 901,user_28,요리사7,46189,636,980,굽기,일상,"닭고기, 양파, 마늘",메인반찬,맛있는 닭고기 요리 901 레시피,닭고기 300g,4인분,중급,30분,2025-02-14,https://example.com/recipe_1000900.jpg
1000901,맛있는 계란 요리 902,맛있는 계란 요리 902,user_7,요리사31,25106,4767,97,찌기,간편식,"계란, 양파, 마늘",찌개,맛있는 계란 요리 902 레시피,계란 300g,4인분,중급,10분,2025-03-06,https://example.com/recipe_1000901.jpg
1000902,맛있는 소고기 요리 903,맛있는 소고기 요리 903,user_64,요리사34,9934,3797,22,굽기,간편식,"소고기, 양파, 마늘",일품,맛있는 소고기 요리 903 레시피,소고기 300g,4인분,초급,60분,2025-06-22,https://example.com/recipe_1000902.jpg
1000903,맛있는 생선 요리 904,맛있는 생선 요리 904,user_68,요리사42,16935,2050,210,볶기,일상,"생선, 양파, 마늘",메인반찬,맛있는 생선 요리 904 레시피,생선 300g,3인분,중급,30분,2025-12-02,https://example.com/recipe_1000903.jpg
1000904,맛있는 소고기 요리 905,맛있는 소고기 요리 905,user_44,요리사80,4082,4739,106,굽기,간편식,"소고기, 양파, 마늘",국/탕,맛있는 소고기 요리 905 레시피,소고기 300g,3인분,초급,60분,2025-01-12,https://example.com/recipe_1000904.jpg
1000905,맛있는 닭고기 요리 906,맛있는 닭고기 요리 906,user_93,요리사86,26016,3822,323,굽기,간편식,"닭고기, 양파, 마늘",볶음,맛있는 닭고기 요리 906 레시피,닭고기 300g,3인분,초급,20분,2025-10-12,https://example.com/recipe_1000905.jpg
1000906,맛있는 닭고기 요리 907,맛있는 닭고기 요리 907,user_14,요리사58,15474,3375,874,굽기,손님접대,"닭고기, 양파, 마늘",샐러드,맛있는 닭고기 요리 907 레시피,닭고기 300g,2인분,고급,10분,2025-03-10,https://example.com/recipe_1000906.jpg
1000907,맛있는 돼지고기 요리 908,맛있는 돼지고기 요리 908,user_48,요리사78,28932,4982,949,찌기,일상,"돼지고기, 양파, 마늘",일품,맛있는 돼지고기 요리 908 레시피,돼지고기 300g,3인분,고급,10분,2025-07-23,https://example.com/recipe_1000907.jpg
1000908,맛있는 소고기 요리 909,맛있는 소고기 요리 909,user_8,요리사13,15183,2066,24,볶기,일상,"소고기, 양파, 마늘",샐러드,맛있는 소고기 요리 909 레시피,소고기 300g,4인분,초급,10분,2025-07-24,https://example.com/recipe_1000908.jpg
1000909,맛있는 두부 요리 910,맛있는 두부 요리 910,user_83,요리사82,21452,2064,5,찌기,일상,"두부, 양파, 마늘",샐러드,맛있는 두부 요리 910 레시피,두부 300g,4인분,초급,30분,2025-04-12,https://example.com/recipe_1000909.jpg
1000910,맛있는 생선 요리 911,맛있는 생선 요리 911,user_73,요리사83,27850,483,147,볶기,간편식,"생선, 양파, 마늘",찌개,맛있는 생선 요리 911 레시피,생선 300g,2인분,중급,10분,2025-04-01,https://example.com/recipe_1000910.jpg
1000911,맛있는 계란 요리 912,맛있는 계란 요리 912,user_74,요리사96,43017,4881,508,볶기,손님접대,"계란, 양파, 마늘",일품,맛있는 계란 요리 912 레시피,계란 300g,2인분,초급,10분,2025-06-18,https://example.com/recipe_1000911.jpg
1000912,맛있는 생선 요리 913,맛있는 생선 요리 913,user_2,요리사24,13086,2725,490,찌기,일상,"생선, 양파, 마늘",찌개,맛있는 생선 요리 913 레시피,생선 300g,4인분,고급,30분,2025-04-29,https://example.com/recipe_1000912.jpg
1000913,맛있는 닭고기 요리 914,맛있는 닭고기 요리 914,user_72,요리사85,2252,2344,346,볶기,손님접대,"닭고기, 양파, 마늘",메인반찬,맛있는 닭고기 요리 914 레시피,닭고기 300g,3인분,고급,10분,2025-01-09,https://example.com/recipe_1000913.jpg
1000914,맛있는 계란 요리 915,맛있는 계란 요리 915,user_41,요리사72,1374,2558,878,굽기,일상,"계란, 양파, 마늘",메인반찬,맛있는 계란 요리 915 레시피,계란 300g,2인분,중급,20분,2025-02-20,https://example.com/recipe_1000914.jpg
1000915,맛있는 두부 요리 916,맛있는 두부 요리 916,user_24,요리사66,10531,736,671,볶기,간편식,"두부, 양파, 마늘",국/탕,맛있는 두부 요리 916 레시피,두부 300g,4인분,고급,60분,2024-12-25,https://example.com/recipe_1000915.jpg
1000916,맛있는 돼지고기 요리 917,맛있는 돼지고기 요리 917,user_48,요리사91,2973,2246,732,굽기,간편식,"돼지고기, 양파, 마늘",국/탕,맛있는 돼지고기 요리 917 레시피,돼지고기 300g,4인분,고급,60분,2025-02-06,https://example.com/recipe_1000916.jpg
1000917,맛있는 닭고기 요리 918,맛있는 닭고기 요리 918,user_45,요리사30,5209,336,561,굽기,간편식,"닭고기, 양파, 마늘",볶음,맛있는 닭고기 요리 918 레시피,닭고기 300g,3인분,중급,30분,2025-05-29,https://example.com/recipe_1000917.jpg
1000918,맛있는 소고기 요리 919,맛있는 소고기 요리 919,user_29,요리사26,40286,4653,366,찌기,간편식,"소고기, 양파, 마늘",볶음,맛있는 소고기 요리 919 레시피,소고기 300g,4인분,고급,10분,2025-05-08,https://example.com/recipe_1000918.jpg
1000919,맛있는 돼지고기 요리 920,맛있는 돼지고기 요리 920,user_17,요리사36,23756,4799,780,찌기,간편식,"돼지고기, 양파, 마늘",일품,맛있는 돼지고기 요리 920 레시피,돼지고기 300g,4인분,중급,60분,2025-01-06,https://example.com/recipe_1000919.jpg
1000920,맛있는 닭고기 요리 921,맛있는 닭고기 요리 921,user_87,요리사36,3927,2237,271,찌기,손님접대,"닭고기, 양파, 마늘",찌개,맛있는 닭고기 요리 921 레시피,닭고기 300g,4인분,중급,20분,2025-07-27,https://example.com/recipe_1000920.jpg
1000921,맛있는 계란 요리 922,맛있는 계란 요리 922,user_31,요리사12,49327,449,174,찌기,일상,"계란, 양파, 마늘",국/탕,맛있는 계란 요리 922 레시피,계란 300g,2인분,고급,30분,2025-07-04,https://example.com/recipe_1000921.jpg
1000922,맛있는 닭고기 요리 923,맛있는 닭고기 요리 923,user_63,요리사94,22963,3718,97,굽기,간편식,"닭고기, 양파, 마늘",메인반찬,맛있는 닭고기 요리 923 레시피,닭고기 300g,4인분,초급,20분,2025-07-28,https://example.com/recipe_1000922.jpg
1000923,맛있는 닭고기 요리 924,맛있는 닭고기 요리 924,user_36,요리사45,6452,2175,565,찌기,손님접대,"닭고기, 양파, 마늘",일품,맛있는 닭고기 요리 924 레시피,닭고기 300g,4인분,초급,10분,2025-12-12,https://example.com/recipe_1000923.jpg
